key,text
name_0FB99C,Ho Tai
name_0FB9A3,Ho Xich Nhi
name_0FB9AB,Xa Nhi
name_0FB9C1,Ho Ton
name_0FB9C9,Ho Liet
name_0FB9D1,Ho Uyen
name_0FB9DB,Ho Phan
name_0FB9E1,Pham Cuong
name_0FB9F3,[loi extract]
name_0FB9FD,[loi extract]
name_0FBA05,[loi extract]
name_0FBA0D,[loi extract]
name_0FBA21,Vi Hoang
name_0FBA29,Luon Truc
name_0FBA43,Ha Van
name_0FBA4C,Ha Tuan
name_0FBA53,Ha Hau Huyen
name_0FBA5B,Hau Ton
name_0FBA6B,Ha Hau Thuong
name_0FBA73,Ha Hau Uy
name_0FBA7B,Ha Hau An
name_0FBA83,Ha Hau Don
name_0FBA8B,Ha Hau Vien
name_0FBA93,Hau Hue
name_0FBA9B,Hau Duc
name_0FBAA3,Hau Lan
name_0FBAAB,Ha Hau Ba
name_0FBAB3,Ha Hau Mao
name_0FBAC1,Ton Trung
name_0FBAD1,Ton Khoang
name_0FBAD9,Ton Tu
name_0FBAF3,Ton Lang
name_0FBAFC,Ton Hoan
name_0FBB03,Ton Can
name_0FBB1B,Ton Hao
name_0FBB23,Ton Sach
name_0FBB2B,Ton Nhu
name_0FBB33,Ton Thieu
name_0FBB3B,Ton Ky
name_0FBB5B,Ton Quan
name_0FBB63,Ton At
name_0FBB71,Ton Kieu
name_0FBB81,Ton Lam
name_0FBB89,Ton Ham
name_0FBBA3,Tu Thuong
name_0FBBAC,Tu Thuc
name_0FBBB3,Tu Thinh
name_0FBBCB,Yen Minh
name_0FBBD3,Hoan Khai
name_0FBBDB,Hoan Pham
name_0FBBE3,To Mao
name_0FBBEB,To Tat
name_0FBBF3,[loi extract]
name_0FBC03,[loi extract]
name_0FBC0B,Tan Mat
name_0FBC13,Tan Minh
name_0FBC1B,[loi extract]
name_0FBC21,Cam Ky
name_0FBC31,Tuan Sang
name_0FBC39,Tuan Than
name_0FBC53,Tuan Chinh
name_0FBC5C,Tuan Nghiem
name_0FBC63,Vien Thuong
name_0FBC7B,Vien Thuat
name_0FBC83,Vien Hy
name_0FBC8B,Vien Dam
name_0FBC93,Vien Di
name_0FBC9B,Hac Chieu
name_0FBCB3,[loi extract]
name_0FBCBB,Ma Dai
name_0FBCC3,Ma Diem
name_0FBCD1,Ma Hoan
name_0FBCE1,Ma Han
name_0FBCE9,Ma Ton
name_0FBD03,Ma Tuc
name_0FBD0C,Ma Nguyen Nghia
name_0FBD13,Ma Dieu
name_0FBD1B,[loi extract]
name_0FBD2B,Cao Dinh
name_0FBD33,Cao Thuan
name_0FBD3B,Cao Can
name_0FBD43,Cao Lam
name_0FBD4B,Cao Thang
name_0FBD5B,[loi extract]
name_0FBD63,[loi extract]
name_0FBD6B,O Hoan Xuc
name_0FBD73,Su Toan
name_0FBD81,Thoi Nghiem
name_0FBD91,Thoi Luong
name_0FBD99,Truong Giac
name_0FBDB3,Truong Nhuong
name_0FBDBC,Truong Vu
name_0FBDC3,Truong Doan
name_0FBDDB,Truong Tien
name_0FBDE3,Truong Thua
name_0FBDEB,Truong Tong
name_0FBDF3,Truong Ho
name_0FBDFB,Truong Nam
name_0FBE1B,Truong Hach
name_0FBE23,Truong Phi
name_0FBE31,Truong Duong
name_0FBE41,Truong Dat
name_0FBE49,Truong Ve
name_0FBE63,Truong Hoanh
name_0FBE6C,Truong Yen
name_0FBE73,Truong Lieu
name_0FBE8B,Truong Tu
name_0FBE93,Truong Mac
name_0FBE9B,Truong Hoanh
name_0FBEA3,Truong Nghi
name_0FBEAB,Truong Khai
name_0FBECB,Truong Tuc
name_0FBED3,Truong Thieu
name_0FBEE1,Truong Cau
name_0FBEF1,Truong Uoc
name_0FBEF9,Truong Tap
name_0FBF13,Truong Tiet
name_0FBF1C,Truong Hoa
name_0FBF23,Truong De
name_0FBF3B,Tao Huu
name_0FBF43,Tao Vu
name_0FBF4B,Tao An Dan
name_0FBF53,Tao Tinh
name_0FBF5B,Tao Ngoang
name_0FBF7B,Tao Hong
name_0FBF83,Tao Chan
name_0FBF91,Tao Ton
name_0FBFA1,Tao Suong
name_0FBFA9,Tao Thuc
name_0FBFC3,Tao Mao
name_0FBFCC,Tao Thao
name_0FBFD3,Tao Hi
name_0FBFEB,Tao Ton
name_0FBFF3,Luong Cuong
name_0FBFFB,Luong Khoan
name_0FC570,Luu Bi
name_0FC4B8,Trieu Van
name_0FC718,G.C.Luong
name_0FC9A8,Quan Vu
panel_0FD4AE,Ra lenh cho
panel_0FDA0A,Ra lenh cho
panel_0FD086,Quan chu
panel_0FD426,Quan chu
panel_0FD9FC,Uy nhiem
panel_0FAF6C,Quan su
panel_0FAF74,Noi chinh
panel_0FAF7C,Ngoai giao
panel_0FAFB4,Thai thu
panel_0FAFAC,Quan su
panel_0FAEA8,Thue suat
ui_042E18,Choi moi
ui_042E60,Doc save
ui_042EA8,Tao nhan vat
